,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,Cy5,E_covid,Neg Ctrl,,4.59912858316562,NaN
,A02,Cy5,E_covid,Unkn,,1.1867072147497,NaN
,A03,Cy5,E_covid,Unkn,,1.46066467307913,NaN
,A04,Cy5,E_covid,Unkn,,NaN,NaN
,A05,Cy5,E_covid,Unkn,,1.73286366367505,NaN
,A06,Cy5,E_covid,Unkn,,2.98802807315939,NaN
,A07,Cy5,E_covid,Unkn,,3.26670274984158,NaN
,A08,Cy5,E_covid,Unkn,,1.04421377181875,NaN
,A09,Cy5,E_covid,Unkn,,1.0836724510696,NaN
,A10,Cy5,E_covid,Pos Ctrl,,NaN,NaN
,A11,Cy5,E_covid,Unkn,,NaN,NaN
,A12,Cy5,E_covid,Unkn,,NaN,NaN
,B01,Cy5,E_covid,Unkn,,3.61582191672446,NaN
,B02,Cy5,E_covid,Unkn,,NaN,NaN
,B03,Cy5,E_covid,Unkn,,1.71460517775223,NaN
,B04,Cy5,E_covid,Unkn,,2.54957738695641,NaN
,B05,Cy5,E_covid,Unkn,,4.66304126215025,NaN
,B06,Cy5,E_covid,Unkn,,NaN,NaN
,B07,Cy5,E_covid,Unkn,,1.12425515807008,NaN
,B08,Cy5,E_covid,Unkn,,NaN,NaN
,B09,Cy5,E_covid,Unkn,,NaN,NaN
,B10,Cy5,E_covid,Unkn,,2.6744225390742,NaN
,B11,Cy5,E_covid,Unkn,,NaN,NaN
,B12,Cy5,E_covid,Unkn,,4.9802171495621,NaN
,C01,Cy5,E_covid,Unkn,,1.43888470345939,NaN
,C02,Cy5,E_covid,Unkn,,1.02971024512042,NaN
,C03,Cy5,E_covid,Unkn,,NaN,NaN
,C04,Cy5,E_covid,Unkn,,NaN,NaN
,C05,Cy5,E_covid,Unkn,,NaN,NaN
,C06,Cy5,E_covid,Unkn,,NaN,NaN
,C07,Cy5,E_covid,Unkn,,1.65027660944159,NaN
,C08,Cy5,E_covid,Unkn,,NaN,NaN
,C09,Cy5,E_covid,Unkn,,1.24274538348096,NaN
,C10,Cy5,E_covid,Unkn,,3.25422559948303,NaN
,C11,Cy5,E_covid,Unkn,,NaN,NaN
,C12,Cy5,E_covid,Unkn,,3.02975329471042,NaN
,D01,Cy5,E_covid,Unkn,,1.14234700030421,NaN
,D02,Cy5,E_covid,Unkn,,1.44856860788342,NaN
,D03,Cy5,E_covid,Unkn,,3.06236436415233,NaN
,D04,Cy5,E_covid,Unkn,,4.08229138622352,NaN
,D05,Cy5,E_covid,Unkn,,1.61626291662004,NaN
,D06,Cy5,E_covid,Unkn,,2.93143600523847,NaN
,D07,Cy5,E_covid,Unkn,,2.77980477035155,NaN
,D08,Cy5,E_covid,Unkn,,2.56172431893033,NaN
,D09,Cy5,E_covid,Unkn,,NaN,NaN
,D10,Cy5,E_covid,Unkn,,NaN,NaN
,D11,Cy5,E_covid,Unkn,,1.29062647732493,NaN
,D12,Cy5,E_covid,Unkn,,1.34547013380545,NaN
,E01,Cy5,E_covid,Unkn,,NaN,NaN
,E02,Cy5,E_covid,Unkn,,NaN,NaN
,E03,Cy5,E_covid,Unkn,,4.42242820282544,NaN
,E04,Cy5,E_covid,Unkn,,NaN,NaN
,E05,Cy5,E_covid,Unkn,,3.55701300334415,NaN
,E06,Cy5,E_covid,Unkn,,4.38438261356479,NaN
,E07,Cy5,E_covid,Unkn,,NaN,NaN
,E08,Cy5,E_covid,Unkn,,3.01555982156951,NaN
,E09,Cy5,E_covid,Unkn,,NaN,NaN
,E10,Cy5,E_covid,Unkn,,4.97311510403299,NaN
,E11,Cy5,E_covid,Unkn,,NaN,NaN
,E12,Cy5,E_covid,Unkn,,2.7716974317126,NaN
,F01,Cy5,E_covid,Unkn,,1.35190950261173,NaN
,F02,Cy5,E_covid,Unkn,,2.64450784372955,NaN
,F03,Cy5,E_covid,Unkn,,1.5920893596302,NaN
,F04,Cy5,E_covid,Unkn,,NaN,NaN
,F05,Cy5,E_covid,Unkn,,NaN,NaN
,F06,Cy5,E_covid,Unkn,,4.86673463862992,NaN
,F07,Cy5,E_covid,Unkn,,3.31880190751207,NaN
,F08,Cy5,E_covid,Unkn,,4.90601779898006,NaN
,F09,Cy5,E_covid,Unkn,,4.82877682826239,NaN
,F10,Cy5,E_covid,Unkn,,1.23952377179353,NaN
,F11,Cy5,E_covid,Unkn,,3.109264740169,NaN
,F12,Cy5,E_covid,Unkn,,NaN,NaN
,G01,Cy5,E_covid,Unkn,,NaN,NaN
,G02,Cy5,E_covid,Unkn,,4.40973293517856,NaN
,G03,Cy5,E_covid,Unkn,,NaN,NaN
,G04,Cy5,E_covid,Unkn,,4.71382278095967,NaN
,G05,Cy5,E_covid,Unkn,,3.15441798441119,NaN
,G06,Cy5,E_covid,Unkn,,2.76634294387039,NaN
,G07,Cy5,E_covid,Unkn,,NaN,NaN
,G08,Cy5,E_covid,Unkn,,2.41292923729911,NaN
,G09,Cy5,E_covid,Unkn,,1.74614321162806,NaN
,G10,Cy5,E_covid,Unkn,,NaN,NaN
,G11,Cy5,E_covid,Unkn,,3.14176363880671,NaN
,G12,Cy5,E_covid,Unkn,,NaN,NaN
,H01,Cy5,E_covid,Unkn,,NaN,NaN
,H02,Cy5,E_covid,Unkn,,NaN,NaN
,H03,Cy5,E_covid,Unkn,,4.91036216215614,NaN
,H04,Cy5,E_covid,Unkn,,NaN,NaN
,H05,Cy5,E_covid,Unkn,,2.66360918275027,NaN
,H06,Cy5,E_covid,Unkn,,1.01575391609607,NaN
,H07,Cy5,E_covid,Unkn,,1.23084643905391,NaN
,H08,Cy5,E_covid,Unkn,,NaN,NaN
,H09,Cy5,E_covid,Unkn,,NaN,NaN
,H10,Cy5,E_covid,Unkn,,NaN,NaN
,H11,Cy5,E_covid,Unkn,,3.20950075883104,NaN
,H12,Cy5,E_covid,Unkn,,3.50468473294682,NaN
,A01,FAM,ORF1ab_covid,Neg Ctrl,,NaN,NaN
,A02,FAM,ORF1ab_covid,Unkn,,4.22485619975934,NaN
,A03,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,A04,FAM,ORF1ab_covid,Unkn,,2.51935387597541,NaN
,A05,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,A06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,A07,FAM,ORF1ab_covid,Unkn,,2.69684877674439,NaN
,A08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,A09,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,A10,FAM,ORF1ab_covid,Pos Ctrl,,4.01222835736855,NaN
,A11,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,A12,FAM,ORF1ab_covid,Unkn,,2.51058060427713,NaN
,B01,FAM,ORF1ab_covid,Unkn,,4.09028724171434,NaN
,B02,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,B03,FAM,ORF1ab_covid,Unkn,,2.25829510173655,NaN
,B04,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,B05,FAM,ORF1ab_covid,Unkn,,3.47445021518309,NaN
,B06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,B07,FAM,ORF1ab_covid,Unkn,,2.52752469460187,NaN
,B08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,B09,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,B10,FAM,ORF1ab_covid,Unkn,,2.29285930995024,NaN
,B11,FAM,ORF1ab_covid,Unkn,,2.56362272683486,NaN
,B12,FAM,ORF1ab_covid,Unkn,,1.78959026342844,NaN
,C01,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C02,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C03,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C04,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C05,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C07,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C08,FAM,ORF1ab_covid,Unkn,,4.00128482796185,NaN
,C09,FAM,ORF1ab_covid,Unkn,,4.22706353756548,NaN
,C10,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C11,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,C12,FAM,ORF1ab_covid,Unkn,,3.76408825462283,NaN
,D01,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,D02,FAM,ORF1ab_covid,Unkn,,3.66686243671981,NaN
,D03,FAM,ORF1ab_covid,Unkn,,2.50678222145229,NaN
,D04,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,D05,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,D06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,D07,FAM,ORF1ab_covid,Unkn,,1.97580648680318,NaN
,D08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,D09,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,D10,FAM,ORF1ab_covid,Unkn,,2.00185933384803,NaN
,D11,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,D12,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E01,FAM,ORF1ab_covid,Unkn,,4.19285546303381,NaN
,E02,FAM,ORF1ab_covid,Unkn,,4.06969562168229,NaN
,E03,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E04,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E05,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E07,FAM,ORF1ab_covid,Unkn,,2.28375060723612,NaN
,E08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E09,FAM,ORF1ab_covid,Unkn,,2.37284242362409,NaN
,E10,FAM,ORF1ab_covid,Unkn,,2.25719844385485,NaN
,E11,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,E12,FAM,ORF1ab_covid,Unkn,,2.47069889009419,NaN
,F01,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F02,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F03,FAM,ORF1ab_covid,Unkn,,2.43884480920543,NaN
,F04,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F05,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F07,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F09,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,F10,FAM,ORF1ab_covid,Unkn,,1.8573791435393,NaN
,F11,FAM,ORF1ab_covid,Unkn,,3.67559879871805,NaN
,F12,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,G01,FAM,ORF1ab_covid,Unkn,,1.96344399105746,NaN
,G02,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,G03,FAM,ORF1ab_covid,Unkn,,1.91552456861421,NaN
,G04,FAM,ORF1ab_covid,Unkn,,4.2438302083473,NaN
,G05,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,G06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,G07,FAM,ORF1ab_covid,Unkn,,2.43582937178207,NaN
,G08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,G09,FAM,ORF1ab_covid,Unkn,,2.1349428462424,NaN
,G10,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,G11,FAM,ORF1ab_covid,Unkn,,1.95803053658816,NaN
,G12,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H01,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H02,FAM,ORF1ab_covid,Unkn,,3.35083781567536,NaN
,H03,FAM,ORF1ab_covid,Unkn,,4.13179455328598,NaN
,H04,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H05,FAM,ORF1ab_covid,Unkn,,2.0958143924178,NaN
,H06,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H07,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H08,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H09,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H10,FAM,ORF1ab_covid,Unkn,,1.82659589138638,NaN
,H11,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,H12,FAM,ORF1ab_covid,Unkn,,NaN,NaN
,A01,HEX,IEC,Neg Ctrl,,NaN,NaN
,A02,HEX,IEC,Unkn,,2.79486435070409,NaN
,A03,HEX,IEC,Unkn,,NaN,NaN
,A04,HEX,IEC,Unkn,,2.42017301310104,NaN
,A05,HEX,IEC,Unkn,,4.27432090782527,NaN
,A06,HEX,IEC,Unkn,,3.7381532791078,NaN
,A07,HEX,IEC,Unkn,,NaN,NaN
,A08,HEX,IEC,Unkn,,4.63998650194375,NaN
,A09,HEX,IEC,Unkn,,1.12319793169257,NaN
,A10,HEX,IEC,Pos Ctrl,,NaN,NaN
,A11,HEX,IEC,Unkn,,NaN,NaN
,A12,HEX,IEC,Unkn,,4.88494263456553,NaN
,B01,HEX,IEC,Unkn,,2.76093192013428,NaN
,B02,HEX,IEC,Unkn,,NaN,NaN
,B03,HEX,IEC,Unkn,,2.82717704053521,NaN
,B04,HEX,IEC,Unkn,,4.44775380687095,NaN
,B05,HEX,IEC,Unkn,,NaN,NaN
,B06,HEX,IEC,Unkn,,NaN,NaN
,B07,HEX,IEC,Unkn,,NaN,NaN
,B08,HEX,IEC,Unkn,,NaN,NaN
,B09,HEX,IEC,Unkn,,NaN,NaN
,B10,HEX,IEC,Unkn,,NaN,NaN
,B11,HEX,IEC,Unkn,,1.07859663628378,NaN
,B12,HEX,IEC,Unkn,,NaN,NaN
,C01,HEX,IEC,Unkn,,4.51057718296013,NaN
,C02,HEX,IEC,Unkn,,NaN,NaN
,C03,HEX,IEC,Unkn,,4.10164413482475,NaN
,C04,HEX,IEC,Unkn,,4.08254948193021,NaN
,C05,HEX,IEC,Unkn,,NaN,NaN
,C06,HEX,IEC,Unkn,,NaN,NaN
,C07,HEX,IEC,Unkn,,NaN,NaN
,C08,HEX,IEC,Unkn,,NaN,NaN
,C09,HEX,IEC,Unkn,,NaN,NaN
,C10,HEX,IEC,Unkn,,2.33828421912995,NaN
,C11,HEX,IEC,Unkn,,3.13083719948087,NaN
,C12,HEX,IEC,Unkn,,4.41288367096191,NaN
,D01,HEX,IEC,Unkn,,NaN,NaN
,D02,HEX,IEC,Unkn,,NaN,NaN
,D03,HEX,IEC,Unkn,,NaN,NaN
,D04,HEX,IEC,Unkn,,NaN,NaN
,D05,HEX,IEC,Unkn,,NaN,NaN
,D06,HEX,IEC,Unkn,,4.07315051014072,NaN
,D07,HEX,IEC,Unkn,,4.01778626620556,NaN
,D08,HEX,IEC,Unkn,,NaN,NaN
,D09,HEX,IEC,Unkn,,NaN,NaN
,D10,HEX,IEC,Unkn,,NaN,NaN
,D11,HEX,IEC,Unkn,,NaN,NaN
,D12,HEX,IEC,Unkn,,NaN,NaN
,E01,HEX,IEC,Unkn,,NaN,NaN
,E02,HEX,IEC,Unkn,,2.44915953996541,NaN
,E03,HEX,IEC,Unkn,,4.55949933646494,NaN
,E04,HEX,IEC,Unkn,,2.6683916237842,NaN
,E05,HEX,IEC,Unkn,,NaN,NaN
,E06,HEX,IEC,Unkn,,NaN,NaN
,E07,HEX,IEC,Unkn,,3.02160844537314,NaN
,E08,HEX,IEC,Unkn,,NaN,NaN
,E09,HEX,IEC,Unkn,,2.36430450919039,NaN
,E10,HEX,IEC,Unkn,,NaN,NaN
,E11,HEX,IEC,Unkn,,NaN,NaN
,E12,HEX,IEC,Unkn,,NaN,NaN
,F01,HEX,IEC,Unkn,,NaN,NaN
,F02,HEX,IEC,Unkn,,3.04231706850866,NaN
,F03,HEX,IEC,Unkn,,NaN,NaN
,F04,HEX,IEC,Unkn,,NaN,NaN
,F05,HEX,IEC,Unkn,,NaN,NaN
,F06,HEX,IEC,Unkn,,2.44134487442245,NaN
,F07,HEX,IEC,Unkn,,4.41510001747683,NaN
,F08,HEX,IEC,Unkn,,2.71722197831657,NaN
,F09,HEX,IEC,Unkn,,4.24385911861078,NaN
,F10,HEX,IEC,Unkn,,4.59128354857493,NaN
,F11,HEX,IEC,Unkn,,4.01886135715538,NaN
,F12,HEX,IEC,Unkn,,NaN,NaN
,G01,HEX,IEC,Unkn,,2.5787913560259,NaN
,G02,HEX,IEC,Unkn,,NaN,NaN
,G03,HEX,IEC,Unkn,,4.05310558616936,NaN
,G04,HEX,IEC,Unkn,,NaN,NaN
,G05,HEX,IEC,Unkn,,NaN,NaN
,G06,HEX,IEC,Unkn,,4.70003152895923,NaN
,G07,HEX,IEC,Unkn,,2.32658273837622,NaN
,G08,HEX,IEC,Unkn,,NaN,NaN
,G09,HEX,IEC,Unkn,,2.39579241271612,NaN
,G10,HEX,IEC,Unkn,,3.94919987545827,NaN
,G11,HEX,IEC,Unkn,,NaN,NaN
,G12,HEX,IEC,Unkn,,NaN,NaN
,H01,HEX,IEC,Unkn,,NaN,NaN
,H02,HEX,IEC,Unkn,,NaN,NaN
,H03,HEX,IEC,Unkn,,NaN,NaN
,H04,HEX,IEC,Unkn,,NaN,NaN
,H05,HEX,IEC,Unkn,,NaN,NaN
,H06,HEX,IEC,Unkn,,4.21399334183904,NaN
,H07,HEX,IEC,Unkn,,4.38413747522323,NaN
,H08,HEX,IEC,Unkn,,2.33493617768388,NaN
,H09,HEX,IEC,Unkn,,2.93896221654105,NaN
,H10,HEX,IEC,Unkn,,4.3435326073059,NaN
,H11,HEX,IEC,Unkn,,NaN,NaN
,H12,HEX,IEC,Unkn,,NaN,NaN
,A01,ROX,N_covid,Neg Ctrl,,NaN,NaN
,A02,ROX,N_covid,Unkn,,NaN,NaN
,A03,ROX,N_covid,Unkn,,3.13133798737576,NaN
,A04,ROX,N_covid,Unkn,,2.59389823077204,NaN
,A05,ROX,N_covid,Unkn,,NaN,NaN
,A06,ROX,N_covid,Unkn,,3.93951239205837,NaN
,A07,ROX,N_covid,Unkn,,NaN,NaN
,A08,ROX,N_covid,Unkn,,4.93888946427,NaN
,A09,ROX,N_covid,Unkn,,2.40197328463587,NaN
,A10,ROX,N_covid,Pos Ctrl,,2.21761755045447,NaN
,A11,ROX,N_covid,Unkn,,4.61990549120877,NaN
,A12,ROX,N_covid,Unkn,,NaN,NaN
,B01,ROX,N_covid,Unkn,,3.12506726091394,NaN
,B02,ROX,N_covid,Unkn,,3.89898825996422,NaN
,B03,ROX,N_covid,Unkn,,4.09822644867758,NaN
,B04,ROX,N_covid,Unkn,,4.18177313934519,NaN
,B05,ROX,N_covid,Unkn,,NaN,NaN
,B06,ROX,N_covid,Unkn,,2.25474711997861,NaN
,B07,ROX,N_covid,Unkn,,4.41376316435813,NaN
,B08,ROX,N_covid,Unkn,,4.36683969300424,NaN
,B09,ROX,N_covid,Unkn,,4.77360052813953,NaN
,B10,ROX,N_covid,Unkn,,NaN,NaN
,B11,ROX,N_covid,Unkn,,2.50100663927884,NaN
,B12,ROX,N_covid,Unkn,,3.73886457223849,NaN
,C01,ROX,N_covid,Unkn,,2.67621442783772,NaN
,C02,ROX,N_covid,Unkn,,NaN,NaN
,C03,ROX,N_covid,Unkn,,4.15784528889886,NaN
,C04,ROX,N_covid,Unkn,,NaN,NaN
,C05,ROX,N_covid,Unkn,,4.6637698642116,NaN
,C06,ROX,N_covid,Unkn,,NaN,NaN
,C07,ROX,N_covid,Unkn,,NaN,NaN
,C08,ROX,N_covid,Unkn,,NaN,NaN
,C09,ROX,N_covid,Unkn,,NaN,NaN
,C10,ROX,N_covid,Unkn,,2.42076161455139,NaN
,C11,ROX,N_covid,Unkn,,2.23766962722548,NaN
,C12,ROX,N_covid,Unkn,,4.563032807648,NaN
,D01,ROX,N_covid,Unkn,,NaN,NaN
,D02,ROX,N_covid,Unkn,,1.0931725934665,NaN
,D03,ROX,N_covid,Unkn,,2.6837933747428,NaN
,D04,ROX,N_covid,Unkn,,NaN,NaN
,D05,ROX,N_covid,Unkn,,3.14524989381457,NaN
,D06,ROX,N_covid,Unkn,,NaN,NaN
,D07,ROX,N_covid,Unkn,,3.06738132502869,NaN
,D08,ROX,N_covid,Unkn,,4.11233110583391,NaN
,D09,ROX,N_covid,Unkn,,2.22085318590587,NaN
,D10,ROX,N_covid,Unkn,,2.15926246682919,NaN
,D11,ROX,N_covid,Unkn,,NaN,NaN
,D12,ROX,N_covid,Unkn,,NaN,NaN
,E01,ROX,N_covid,Unkn,,NaN,NaN
,E02,ROX,N_covid,Unkn,,2.23760368267975,NaN
,E03,ROX,N_covid,Unkn,,NaN,NaN
,E04,ROX,N_covid,Unkn,,NaN,NaN
,E05,ROX,N_covid,Unkn,,NaN,NaN
,E06,ROX,N_covid,Unkn,,NaN,NaN
,E07,ROX,N_covid,Unkn,,NaN,NaN
,E08,ROX,N_covid,Unkn,,NaN,NaN
,E09,ROX,N_covid,Unkn,,4.0992777204793,NaN
,E10,ROX,N_covid,Unkn,,NaN,NaN
,E11,ROX,N_covid,Unkn,,NaN,NaN
,E12,ROX,N_covid,Unkn,,NaN,NaN
,F01,ROX,N_covid,Unkn,,2.68134566981234,NaN
,F02,ROX,N_covid,Unkn,,NaN,NaN
,F03,ROX,N_covid,Unkn,,NaN,NaN
,F04,ROX,N_covid,Unkn,,NaN,NaN
,F05,ROX,N_covid,Unkn,,NaN,NaN
,F06,ROX,N_covid,Unkn,,4.65282021519517,NaN
,F07,ROX,N_covid,Unkn,,4.67367183096803,NaN
,F08,ROX,N_covid,Unkn,,NaN,NaN
,F09,ROX,N_covid,Unkn,,NaN,NaN
,F10,ROX,N_covid,Unkn,,NaN,NaN
,F11,ROX,N_covid,Unkn,,NaN,NaN
,F12,ROX,N_covid,Unkn,,NaN,NaN
,G01,ROX,N_covid,Unkn,,NaN,NaN
,G02,ROX,N_covid,Unkn,,2.88430376200771,NaN
,G03,ROX,N_covid,Unkn,,NaN,NaN
,G04,ROX,N_covid,Unkn,,4.46234160525349,NaN
,G05,ROX,N_covid,Unkn,,NaN,NaN
,G06,ROX,N_covid,Unkn,,NaN,NaN
,G07,ROX,N_covid,Unkn,,2.53626785379563,NaN
,G08,ROX,N_covid,Unkn,,NaN,NaN
,G09,ROX,N_covid,Unkn,,NaN,NaN
,G10,ROX,N_covid,Unkn,,NaN,NaN
,G11,ROX,N_covid,Unkn,,NaN,NaN
,G12,ROX,N_covid,Unkn,,NaN,NaN
,H01,ROX,N_covid,Unkn,,NaN,NaN
,H02,ROX,N_covid,Unkn,,2.4703282176555,NaN
,H03,ROX,N_covid,Unkn,,2.91298790155084,NaN
,H04,ROX,N_covid,Unkn,,NaN,NaN
,H05,ROX,N_covid,Unkn,,NaN,NaN
,H06,ROX,N_covid,Unkn,,NaN,NaN
,H07,ROX,N_covid,Unkn,,NaN,NaN
,H08,ROX,N_covid,Unkn,,NaN,NaN
,H09,ROX,N_covid,Unkn,,NaN,NaN
,H10,ROX,N_covid,Unkn,,NaN,NaN
,H11,ROX,N_covid,Unkn,,4.89731557060352,NaN
,H12,ROX,N_covid,Unkn,,NaN,NaN
